# ITEM00012;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
36;CSIA 11 stock mode;Item;stockModes.csia11;csiaStockMode11;E;14;0;;;Strategy for registration of the particular CSIA.;
37;CSIA 12 stock mode;Item;stockModes.csia12;csiaStockMode12;E;14;0;;;Strategy for registration of the particular CSIA.;
38;CSIA 13 stock mode;Item;stockModes.csia13;csiaStockMode13;E;14;0;;;Strategy for registration of the particular CSIA.;
39;CSIA 14 stock mode;Item;stockModes.csia14;csiaStockMode14;E;14;0;;;Strategy for registration of the particular CSIA.;
40;CSIA 15 stock mode;Item;stockModes.csia15;csiaStockMode15;E;14;0;;;Strategy for registration of the particular CSIA.;
41;CSIA 16 stock mode;Item;stockModes.csia16;csiaStockMode16;E;14;0;;;Strategy for registration of the particular CSIA.;
42;CSIA 17 stock mode;Item;stockModes.csia17;csiaStockMode17;E;14;0;;;Strategy for registration of the particular CSIA.;
43;CSIA 18 stock mode;Item;stockModes.csia18;csiaStockMode18;E;14;0;;;Strategy for registration of the particular CSIA.;
44;CSIA 19 stock mode;Item;stockModes.csia19;csiaStockMode19;E;14;0;;;Strategy for registration of the particular CSIA.;
45;CSIA 20 stock mode;Item;stockModes.csia20;csiaStockMode20;E;14;0;;;Strategy for registration of the particular CSIA.;
46;BQU net weight;PackagingVersion;netWeight.value;itemWeight;D;12;3;;;Specifies the value (or amount) in weight unit which was entered by a user.;
47;BQU net weight unit;PackagingVersion;netWeight.unit.id;itemWeightUnit;S;5;0;;X;Uniquely identifies the weight unit.;
48;Packing sequence;PackagingVersion;packSequence;packSequence;N;1;0;;;The pack sequence controls the order of the Item in the picking process. The more weight an item has, the smaller its pack sequence is.;
49;Item equivalence period;Item;itemEquivPeriod.value;itemEquivPeriod;D;12;3;;;Specifies the value (or amount) in the duration unit entered by the user.;
50;Item equivalence period unit;Item;itemEquivPeriod.unit.id;itemEquivPeriodUnit;S;5;0;;X;Uniquely identifies the time unit.;
51;Item class;Item;itemClass.itemClassId;itemClass;S;10;0;;X;Identifier for the item class.;
52;Time-based access mode;Item;timeBasedAccMode;timeBasedAccMode;E;9;0;;;Defines which information of the stock is used to handle time-based access.;
53;Automatic conversion mode IG;IgItem;qtyFlags.autoConvMode;igAutoConvMode;E;8;0;;;Sets whether the dual quantity will be automatically calculated when the base quantity is changed. This parameter is only used for in depended processes like stock corrections, inventory, partial amount transport and so on.- DisabledNo dual quantity is calculated. The user has to enter the dual quantity.- EnabledThe dual quantity is calculated and cannot be overwritten by the user.- EditableThe dual quantity is calculated and can be overwritten by the user.;
54;Editing remaining quantity allowed IG;IgItem;qtyFlags.editBaseQty;igEditBaseQty;B;1;0;;;Allows user to edit the remaining quantity in base quantity units. If the base quantity unit and the warehouse quantity unit are the same, this setting is ignored. False Editing the remaining base quantity is not allowed. True Editing remaining base quantity is allowed.;
55;Editing remaining dual quantity allowed IG;IgItem;qtyFlags.editDualQty;igEditDualQty;B;1;0;;;Allows user to edit the remaining quantity in dual quantity units. If the dual quantity unit and the dual warehouse quantity unit are the same, this setting is ignored. This parameter can only be configured for dual items. False Editing the remaining dual quantity is not allowed. True Editing the remaining dual quantity is allowed.;
56;BBD registration IG;IgItem;bbDateRegistration;igBbDateRegistration;E;14;0;;;Strategy for registration of the best before date in the GUI.;
57;Batch registration IG;IgItem;batchRegistration;igBatchRegistration;E;14;0;;;Strategy for registration of the batch in the GUI.;
58;Production date registration IG;IgItem;prodDateRegistration;igProdDateRegistration;E;14;0;;;Strategy for registration of the production date in the GUI.;
59;CSIA 01 registration;Item;IgItem.registrationModes.csia01;csiaIgRegistration01;E;14;0;;;Strategy for registration of the particular CSIA.;
